route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,1032,20
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,1356,20
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-07-01,201707,SAT.,2068,5
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-07-01,201707,SAT.,1504,5
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2017-07-01,201707,SAT.,5950,5
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-07-01,201707,SUN.,1638,6
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-07-01,201707,SUN.,1602,6
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2017-07-01,201707,SUN.,4228,6
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-07-01,201707,WEEKDAY,6834,20
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-07-01,201707,WEEKDAY,9168,20
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2017-07-01,201707,WEEKDAY,10714,20
MI,0,MONONGAHELA INCLINE,Incline,Incline,2017-07-01,201707,SAT.,3106,5
MI,0,MONONGAHELA INCLINE,Incline,Incline,2017-07-01,201707,SUN.,2801,6
MI,0,MONONGAHELA INCLINE,Incline,Incline,2017-07-01,201707,WEEKDAY,2179,20
1,1,1 - FREEPORT ROAD,Ross,Bus,2017-08-01,201708,SAT.,1352,4
4,4,4 - TROY HILL,Ross,Bus,2017-08-01,201708,SAT.,230,4
6,6,6 - SPRING HILL,Ross,Bus,2017-08-01,201708,SAT.,553,4
8,8,8 - PERRYSVILLE,Ross,Bus,2017-08-01,201708,SAT.,1766,4
11,11,11 - FINEVIEW,Ross,Bus,2017-08-01,201708,SAT.,238,4
12,12,12 - MCKNIGHT,Ross,Bus,2017-08-01,201708,SAT.,1206,4
13,13,13 - BELLEVUE,Ross,Bus,2017-08-01,201708,SAT.,1456,4
14,14,14 - OHIO VALLEY,Ross,Bus,2017-08-01,201708,SAT.,708,4
15,15,15 - CHARLES,Ross,Bus,2017-08-01,201708,SAT.,714,4
16,16,16 - BRIGHTON,Ross,Bus,2017-08-01,201708,SAT.,2330,4
17,17,17 - SHADELAND,Ross,Bus,2017-08-01,201708,SAT.,649,4
21,21,21 - CORAOPOLIS,Collier,Bus,2017-08-01,201708,SAT.,744,4
22,22,22 - MCCOY,Collier,Bus,2017-08-01,201708,SAT.,418,4
24,24,24 - WEST PARK,Collier,Bus,2017-08-01,201708,SAT.,1308,4
26,26,26 - CHARTIERS,Collier,Bus,2017-08-01,201708,SAT.,648,4
27,27,27 - FAIRYWOOD,Collier,Bus,2017-08-01,201708,SAT.,674,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-08-01,201708,SAT.,1817,4
31,31,31 - BRIDGEVILLE,Collier,Bus,2017-08-01,201708,SAT.,965,4
38,38,38 - GREEN TREE,Collier,Bus,2017-08-01,201708,SAT.,333,4
39,39,39 - BROOKLINE,Collier,Bus,2017-08-01,201708,SAT.,288,4
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2017-08-01,201708,SAT.,266,4
41,41,41 - BOWER HILL,Collier,Bus,2017-08-01,201708,SAT.,567,4
43,43,43 - BAILEY,Collier,Bus,2017-08-01,201708,SAT.,362,4
44,44,44 - VIA KNOXVILLE,Collier,Bus,2017-08-01,201708,SAT.,320,4
48,48,48 - ARLINGTON,Collier,Bus,2017-08-01,201708,SAT.,1815,4
51,51,51 - CARRICK,West Mifflin,Bus,2017-08-01,201708,SAT.,5283,4
53,53,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-08-01,201708,SAT.,351,4
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-08-01,201708,SAT.,2032,4
55,55,55 - GLASSPORT,West Mifflin,Bus,2017-08-01,201708,SAT.,704,4
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2017-08-01,201708,SAT.,769,4
57,57,57 - HAZELWOOD,West Mifflin,Bus,2017-08-01,201708,SAT.,947,4
58,58,58 - GREENFIELD,East Liberty,Bus,2017-08-01,201708,SAT.,270,4
59,59,59 - MON VALLEY,West Mifflin,Bus,2017-08-01,201708,SAT.,2079,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-08-01,201708,SAT.,2871,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-08-01,201708,SAT.,2357,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-08-05,201708,SAT.,4626,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-08-01,201708,SAT.,3066,4
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-08-01,201708,SAT.,1892,4
67,67,67 - MONROEVILLE,East Liberty,Bus,2017-08-01,201708,SAT.,925,4
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2017-08-01,201708,SAT.,456,4
69,69,69 - TRAFFORD,East Liberty,Bus,2017-08-01,201708,SAT.,362,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-08-01,201708,SAT.,2682,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-08-01,201708,SAT.,2063,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-08-01,201708,SAT.,3168,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-08-01,201708,SAT.,1904,4
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-08-01,201708,SAT.,519,4
75,75,75 - ELLSWORTH,East Liberty,Bus,2017-08-01,201708,SAT.,1593,4
77,77,77 - PENN HILLS,East Liberty,Bus,2017-08-01,201708,SAT.,1283,4
79,79,79 - EAST HILLS,East Liberty,Bus,2017-08-01,201708,SAT.,788,4
81,81,81 - OAK HILL,West Mifflin,Bus,2017-08-01,201708,SAT.,902,4
82,82,82 - LINCOLN,East Liberty,Bus,2017-08-01,201708,SAT.,2738,4
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2017-08-01,201708,SAT.,1470,4
86,86,86 - LIBERTY,East Liberty,Bus,2017-08-01,201708,SAT.,2574,4
87,87,87 - FRIENDSHIP,East Liberty,Bus,2017-08-01,201708,SAT.,627,4
88,88,88 - PENN,East Liberty,Bus,2017-08-01,201708,SAT.,1627,4
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2017-08-01,201708,SAT.,299,4
91,91,91 - BUTLER STREET,Ross,Bus,2017-08-01,201708,SAT.,2185,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-08-01,201708,SAT.,1116,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-08-01,201708,SAT.,5518,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-08-01,201708,SAT.,949,4
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-08-01,201708,SAT.,496,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-08-01,201708,SAT.,737,4
1,1,1 - FREEPORT ROAD,Ross,Bus,2017-08-01,201708,SUN.,1019,4
6,6,6 - SPRING HILL,Ross,Bus,2017-08-01,201708,SUN.,501,4
8,8,8 - PERRYSVILLE,Ross,Bus,2017-08-01,201708,SUN.,1162,4
11,11,11 - FINEVIEW,Ross,Bus,2017-08-01,201708,SUN.,163,4
12,12,12 - MCKNIGHT,Ross,Bus,2017-08-01,201708,SUN.,869,4
13,13,13 - BELLEVUE,Ross,Bus,2017-08-01,201708,SUN.,832,4
14,14,14 - OHIO VALLEY,Ross,Bus,2017-08-01,201708,SUN.,528,4
15,15,15 - CHARLES,Ross,Bus,2017-08-01,201708,SUN.,456,4
16,16,16 - BRIGHTON,Ross,Bus,2017-08-01,201708,SUN.,1454,4
17,17,17 - SHADELAND,Ross,Bus,2017-08-01,201708,SUN.,556,4
21,21,21 - CORAOPOLIS,Collier,Bus,2017-08-01,201708,SUN.,451,4
24,24,24 - WEST PARK,Collier,Bus,2017-08-01,201708,SUN.,1052,4
26,26,26 - CHARTIERS,Collier,Bus,2017-08-01,201708,SUN.,406,4
27,27,27 - FAIRYWOOD,Collier,Bus,2017-08-01,201708,SUN.,526,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-08-01,201708,SUN.,1566,4
31,31,31 - BRIDGEVILLE,Collier,Bus,2017-08-01,201708,SUN.,695,4
38,38,38 - GREEN TREE,Collier,Bus,2017-08-01,201708,SUN.,203,4
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2017-08-01,201708,SUN.,180,4
41,41,41 - BOWER HILL,Collier,Bus,2017-08-01,201708,SUN.,320,4
43,43,43 - BAILEY,Collier,Bus,2017-08-01,201708,SUN.,337,4
44,44,44 - VIA KNOXVILLE,Collier,Bus,2017-08-01,201708,SUN.,241,4
48,48,48 - ARLINGTON,Collier,Bus,2017-08-01,201708,SUN.,1079,4
51,51,51 - CARRICK,West Mifflin,Bus,2017-08-01,201708,SUN.,3446,4
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-08-01,201708,SUN.,1064,4
55,55,55 - GLASSPORT,West Mifflin,Bus,2017-08-01,201708,SUN.,572,4
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2017-08-01,201708,SUN.,510,4
57,57,57 - HAZELWOOD,West Mifflin,Bus,2017-08-01,201708,SUN.,738,4
58,58,58 - GREENFIELD,East Liberty,Bus,2017-08-01,201708,SUN.,186,4
59,59,59 - MON VALLEY,West Mifflin,Bus,2017-08-01,201708,SUN.,1396,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-08-01,201708,SUN.,2278,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-08-01,201708,SUN.,1855,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-08-06,201708,SUN.,3449,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-08-01,201708,SUN.,2179,4
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-08-01,201708,SUN.,1275,4
67,67,67 - MONROEVILLE,East Liberty,Bus,2017-08-01,201708,SUN.,416,4
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2017-08-01,201708,SUN.,256,4
69,69,69 - TRAFFORD,East Liberty,Bus,2017-08-01,201708,SUN.,288,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-08-01,201708,SUN.,1870,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-08-01,201708,SUN.,1520,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-08-01,201708,SUN.,2216,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-08-01,201708,SUN.,1547,4
75,75,75 - ELLSWORTH,East Liberty,Bus,2017-08-01,201708,SUN.,1359,4
77,77,77 - PENN HILLS,East Liberty,Bus,2017-08-01,201708,SUN.,724,4
79,79,79 - EAST HILLS,East Liberty,Bus,2017-08-01,201708,SUN.,447,4
81,81,81 - OAK HILL,West Mifflin,Bus,2017-08-01,201708,SUN.,627,4
82,82,82 - LINCOLN,East Liberty,Bus,2017-08-01,201708,SUN.,2090,4
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2017-08-01,201708,SUN.,939,4
86,86,86 - LIBERTY,East Liberty,Bus,2017-08-01,201708,SUN.,1845,4
87,87,87 - FRIENDSHIP,East Liberty,Bus,2017-08-01,201708,SUN.,235,4
88,88,88 - PENN,East Liberty,Bus,2017-08-01,201708,SUN.,1240,4
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2017-08-01,201708,SUN.,137,4
91,91,91 - BUTLER STREET,Ross,Bus,2017-08-01,201708,SUN.,1256,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-08-01,201708,SUN.,798,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-08-01,201708,SUN.,3732,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-08-01,201708,SUN.,772,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-08-01,201708,SUN.,459,4
1,1,1 - FREEPORT ROAD,Ross,Bus,2017-08-01,201708,WEEKDAY,1829,23
2,2,2 - MOUNT ROYAL,Ross,Bus,2017-08-01,201708,WEEKDAY,946,23
4,4,4 - TROY HILL,Ross,Bus,2017-08-01,201708,WEEKDAY,658,23
6,6,6 - SPRING HILL,Ross,Bus,2017-08-01,201708,WEEKDAY,1095,23
7,7,7 - SPRING GARDEN,Ross,Bus,2017-08-01,201708,WEEKDAY,121,23
8,8,8 - PERRYSVILLE,Ross,Bus,2017-08-01,201708,WEEKDAY,3212,23
11,11,11 - FINEVIEW,Ross,Bus,2017-08-01,201708,WEEKDAY,521,23
12,12,12 - MCKNIGHT,Ross,Bus,2017-08-01,201708,WEEKDAY,1092,23
13,13,13 - BELLEVUE,Ross,Bus,2017-08-01,201708,WEEKDAY,2020,23
14,14,14 - OHIO VALLEY,Ross,Bus,2017-08-01,201708,WEEKDAY,1318,23
15,15,15 - CHARLES,Ross,Bus,2017-08-01,201708,WEEKDAY,1002,23
16,16,16 - BRIGHTON,Ross,Bus,2017-08-01,201708,WEEKDAY,3878,23
17,17,17 - SHADELAND,Ross,Bus,2017-08-01,201708,WEEKDAY,1251,23
18,18,18 - MANCHESTER,Ross,Bus,2017-08-01,201708,WEEKDAY,100,23
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2017-08-01,201708,WEEKDAY,659,23
20,20,20 - KENNEDY,Collier,Bus,2017-08-01,201708,WEEKDAY,617,23
21,21,21 - CORAOPOLIS,Collier,Bus,2017-08-01,201708,WEEKDAY,1463,23
22,22,22 - MCCOY,Collier,Bus,2017-08-01,201708,WEEKDAY,786,23
24,24,24 - WEST PARK,Collier,Bus,2017-08-01,201708,WEEKDAY,1661,23
26,26,26 - CHARTIERS,Collier,Bus,2017-08-01,201708,WEEKDAY,1007,23
27,27,27 - FAIRYWOOD,Collier,Bus,2017-08-01,201708,WEEKDAY,1169,23
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,2076,23
29,29,29 - ROBINSON,Collier,Bus,2017-08-01,201708,WEEKDAY,841,23
31,31,31 - BRIDGEVILLE,Collier,Bus,2017-08-01,201708,WEEKDAY,1732,23
36,36,36 - BANKSVILLE,Collier,Bus,2017-08-01,201708,WEEKDAY,559,23
38,38,38 - GREEN TREE,Collier,Bus,2017-08-01,201708,WEEKDAY,2739,23
39,39,39 - BROOKLINE,Collier,Bus,2017-08-01,201708,WEEKDAY,1441,23
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2017-08-01,201708,WEEKDAY,688,23
41,41,41 - BOWER HILL,Collier,Bus,2017-08-01,201708,WEEKDAY,1760,23
43,43,43 - BAILEY,Collier,Bus,2017-08-01,201708,WEEKDAY,705,23
44,44,44 - VIA KNOXVILLE,Collier,Bus,2017-08-01,201708,WEEKDAY,1012,23
48,48,48 - ARLINGTON,Collier,Bus,2017-08-01,201708,WEEKDAY,2889,23
51,51,51 - CARRICK,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,7850,23
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,661,23
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,405,23
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,1410,23
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-08-01,201708,WEEKDAY,3630,23
55,55,55 - GLASSPORT,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,914,23
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,1715,23
57,57,57 - HAZELWOOD,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,1214,23
58,58,58 - GREENFIELD,East Liberty,Bus,2017-08-01,201708,WEEKDAY,1026,23
59,59,59 - MON VALLEY,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,2253,23
60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,509,23
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,4416,23
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,3842,23
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-08-23,201708,WEEKDAY,6160,23
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,4814,23
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-08-01,201708,WEEKDAY,1864,23
65,65,65 - SQUIRREL HILL,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,343,23
67,67,67 - MONROEVILLE,East Liberty,Bus,2017-08-01,201708,WEEKDAY,2029,23
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2017-08-01,201708,WEEKDAY,318,23
69,69,69 - TRAFFORD,East Liberty,Bus,2017-08-01,201708,WEEKDAY,1593,23
71,71,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,98,23
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-08-01,201708,WEEKDAY,5319,23
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-08-01,201708,WEEKDAY,4362,23
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-08-01,201708,WEEKDAY,5355,23
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-08-01,201708,WEEKDAY,4082,23
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-08-01,201708,WEEKDAY,955,23
75,75,75 - ELLSWORTH,East Liberty,Bus,2017-08-01,201708,WEEKDAY,2982,23
77,77,77 - PENN HILLS,East Liberty,Bus,2017-08-01,201708,WEEKDAY,2403,23
78,78,78 - OAKMONT,East Liberty,Bus,2017-08-01,201708,WEEKDAY,146,23
79,79,79 - EAST HILLS,East Liberty,Bus,2017-08-01,201708,WEEKDAY,1016,23
81,81,81 - OAK HILL,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,1760,23
82,82,82 - LINCOLN,East Liberty,Bus,2017-08-01,201708,WEEKDAY,4066,23
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,2296,23
86,86,86 - LIBERTY,East Liberty,Bus,2017-08-01,201708,WEEKDAY,2924,23
87,87,87 - FRIENDSHIP,East Liberty,Bus,2017-08-01,201708,WEEKDAY,2690,23
88,88,88 - PENN,East Liberty,Bus,2017-08-01,201708,WEEKDAY,3131,23
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2017-08-01,201708,WEEKDAY,382,23
91,91,91 - BUTLER STREET,Ross,Bus,2017-08-01,201708,WEEKDAY,4477,23
93,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,1473,23
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-08-01,201708,WEEKDAY,3795,23
G3,G3,G3 - MOON FLYER,Collier,Bus,2017-08-01,201708,WEEKDAY,913,23
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2017-08-01,201708,WEEKDAY,605,23
O1,O1,O1 - ROSS FLYER,Ross,Bus,2017-08-01,201708,WEEKDAY,1103,23
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2017-08-01,201708,WEEKDAY,1473,23
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2017-08-01,201708,WEEKDAY,130,23
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-08-01,201708,WEEKDAY,10886,23
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,715,23
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,1214,23
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2017-08-01,201708,WEEKDAY,299,23
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,925,23
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,384,23
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2017-08-01,201708,WEEKDAY,1478,23
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,2129,23
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,459,23
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,869,23
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,283,23
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,785,23
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,569,23
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,1029,23
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,1043,23
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,708,23
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,270,23
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,1863,23
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,1083,23
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,1364,23
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-08-01,201708,SAT.,2248,4
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-08-01,201708,SAT.,2627,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2017-08-01,201708,SAT.,7780,4
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-08-01,201708,SUN.,1656,4
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-08-01,201708,SUN.,1930,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2017-08-01,201708,SUN.,5992,4
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-08-01,201708,WEEKDAY,6948,23
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-08-01,201708,WEEKDAY,9616,23
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2017-08-01,201708,WEEKDAY,10889,23
MI,0,MONONGAHELA INCLINE,Incline,Incline,2017-08-01,201708,SAT.,3177,4
MI,0,MONONGAHELA INCLINE,Incline,Incline,2017-08-01,201708,SUN.,2400,4
MI,0,MONONGAHELA INCLINE,Incline,Incline,2017-08-01,201708,WEEKDAY,2063,23
1,1,1 - FREEPORT ROAD,Ross,Bus,2017-09-01,201709,SAT.,1413,5
4,4,4 - TROY HILL,Ross,Bus,2017-09-01,201709,SAT.,268,5
6,6,6 - SPRING HILL,Ross,Bus,2017-09-01,201709,SAT.,520,5
8,8,8 - PERRYSVILLE,Ross,Bus,2017-09-01,201709,SAT.,1769,5
11,11,11 - FINEVIEW,Ross,Bus,2017-09-01,201709,SAT.,233,5
12,12,12 - MCKNIGHT,Ross,Bus,2017-09-01,201709,SAT.,1269,5
13,13,13 - BELLEVUE,Ross,Bus,2017-09-01,201709,SAT.,1470,5
14,14,14 - OHIO VALLEY,Ross,Bus,2017-09-01,201709,SAT.,642,5
15,15,15 - CHARLES,Ross,Bus,2017-09-01,201709,SAT.,862,5
16,16,16 - BRIGHTON,Ross,Bus,2017-09-01,201709,SAT.,2251,5
17,17,17 - SHADELAND,Ross,Bus,2017-09-01,201709,SAT.,577,5
21,21,21 - CORAOPOLIS,Collier,Bus,2017-09-01,201709,SAT.,721,5
22,22,22 - MCCOY,Collier,Bus,2017-09-01,201709,SAT.,457,5
24,24,24 - WEST PARK,Collier,Bus,2017-09-01,201709,SAT.,1374,5
26,26,26 - CHARTIERS,Collier,Bus,2017-09-01,201709,SAT.,605,5
27,27,27 - FAIRYWOOD,Collier,Bus,2017-09-01,201709,SAT.,711,5
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-09-01,201709,SAT.,1623,5
31,31,31 - BRIDGEVILLE,Collier,Bus,2017-09-01,201709,SAT.,980,5
38,38,38 - GREEN TREE,Collier,Bus,2017-09-01,201709,SAT.,344,5
39,39,39 - BROOKLINE,Collier,Bus,2017-09-01,201709,SAT.,272,5
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2017-09-01,201709,SAT.,256,5
41,41,41 - BOWER HILL,Collier,Bus,2017-09-01,201709,SAT.,615,5
43,43,43 - BAILEY,Collier,Bus,2017-09-01,201709,SAT.,379,5
44,44,44 - VIA KNOXVILLE,Collier,Bus,2017-09-01,201709,SAT.,309,5
48,48,48 - ARLINGTON,Collier,Bus,2017-09-01,201709,SAT.,1994,5
51,51,51 - CARRICK,West Mifflin,Bus,2017-09-01,201709,SAT.,5520,5
53,53,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-09-01,201709,SAT.,376,5
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-09-01,201709,SAT.,2769,5
55,55,55 - GLASSPORT,West Mifflin,Bus,2017-09-01,201709,SAT.,711,5
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2017-09-01,201709,SAT.,796,5
57,57,57 - HAZELWOOD,West Mifflin,Bus,2017-09-01,201709,SAT.,964,5
58,58,58 - GREENFIELD,East Liberty,Bus,2017-09-01,201709,SAT.,209,5
59,59,59 - MON VALLEY,West Mifflin,Bus,2017-09-01,201709,SAT.,1985,5
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-09-01,201709,SAT.,3815,5
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-09-01,201709,SAT.,3461,5
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-09-02,201709,SAT.,5592,5
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-09-01,201709,SAT.,4208,5
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-09-01,201709,SAT.,1955,5
67,67,67 - MONROEVILLE,East Liberty,Bus,2017-09-01,201709,SAT.,881,5
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2017-09-01,201709,SAT.,472,5
69,69,69 - TRAFFORD,East Liberty,Bus,2017-09-01,201709,SAT.,407,5
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-09-01,201709,SAT.,3397,5
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-09-01,201709,SAT.,3048,5
