route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-11-01,201911,WEEKDAY,8972,20
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-11-01,201911,WEEKDAY,10560,20
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-11-01,201911,SAT.,2359,5
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-11-01,201911,SUN.,974,5
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-11-01,201911,WEEKDAY,958,20
1,1,1 - FREEPORT ROAD,Ross,Bus,2019-12-01,201912,SAT.,1172,4
4,4,4 - TROY HILL,Ross,Bus,2019-12-01,201912,SAT.,240,4
6,6,6 - SPRING HILL,Ross,Bus,2019-12-01,201912,SAT.,432,4
8,8,8 - PERRYSVILLE,Ross,Bus,2019-12-01,201912,SAT.,1510,4
11,11,11 - FINEVIEW,Ross,Bus,2019-12-01,201912,SAT.,173,4
12,12,12 - MCKNIGHT,Ross,Bus,2019-12-01,201912,SAT.,1476,4
13,13,13 - BELLEVUE,Ross,Bus,2019-12-01,201912,SAT.,1346,4
14,14,14 - OHIO VALLEY,Ross,Bus,2019-12-01,201912,SAT.,578,4
15,15,15 - CHARLES,Ross,Bus,2019-12-01,201912,SAT.,820,4
16,16,16 - BRIGHTON,Ross,Bus,2019-12-01,201912,SAT.,1940,4
17,17,17 - SHADELAND,Ross,Bus,2019-12-01,201912,SAT.,595,4
21,21,21 - CORAOPOLIS,Collier,Bus,2019-12-01,201912,SAT.,775,4
22,22,22 - MCCOY,Collier,Bus,2019-12-01,201912,SAT.,410,4
24,24,24 - WEST PARK,Collier,Bus,2019-12-01,201912,SAT.,1341,4
26,26,26 - CHARTIERS,Collier,Bus,2019-12-01,201912,SAT.,563,4
27,27,27 - FAIRYWOOD,Collier,Bus,2019-12-01,201912,SAT.,706,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-12-01,201912,SAT.,1961,4
31,31,31 - BRIDGEVILLE,Collier,Bus,2019-12-01,201912,SAT.,859,4
38,38,38 - GREEN TREE,Collier,Bus,2019-12-01,201912,SAT.,250,4
39,39,39 - BROOKLINE,Collier,Bus,2019-12-01,201912,SAT.,270,4
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2019-12-01,201912,SAT.,201,4
41,41,41 - BOWER HILL,Collier,Bus,2019-12-01,201912,SAT.,448,4
43,43,43 - BAILEY,Collier,Bus,2019-12-01,201912,SAT.,304,4
44,44,44 - VIA KNOXVILLE,Collier,Bus,2019-12-01,201912,SAT.,286,4
48,48,48 - ARLINGTON,Collier,Bus,2019-12-01,201912,SAT.,1662,4
51,51,51 - CARRICK,West Mifflin,Bus,2019-12-01,201912,SAT.,5224,4
53,53,53 - HOMESTEAD PARK,West Mifflin,Bus,2019-12-01,201912,SAT.,342,4
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-12-01,201912,SAT.,1878,4
55,55,55 - GLASSPORT,West Mifflin,Bus,2019-12-01,201912,SAT.,733,4
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2019-12-01,201912,SAT.,850,4
57,57,57 - HAZELWOOD,West Mifflin,Bus,2019-12-01,201912,SAT.,784,4
58,58,58 - GREENFIELD,East Liberty,Bus,2019-12-01,201912,SAT.,228,4
59,59,59 - MON VALLEY,West Mifflin,Bus,2019-12-01,201912,SAT.,1680,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-12-01,201912,SAT.,3197,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-12-01,201912,SAT.,2431,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-12-07,201912,SAT.,3866,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-12-01,201912,SAT.,3093,4
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2019-12-01,201912,SAT.,1661,4
67,67,67 - MONROEVILLE,East Liberty,Bus,2019-12-01,201912,SAT.,927,4
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2019-12-01,201912,SAT.,496,4
69,69,69 - TRAFFORD,East Liberty,Bus,2019-12-01,201912,SAT.,302,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-12-01,201912,SAT.,2862,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-12-01,201912,SAT.,1890,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-12-01,201912,SAT.,2704,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-12-01,201912,SAT.,1833,4
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2019-12-01,201912,SAT.,432,4
75,75,75 - ELLSWORTH,East Liberty,Bus,2019-12-01,201912,SAT.,1286,4
77,77,77 - PENN HILLS,East Liberty,Bus,2019-12-01,201912,SAT.,882,4
79,79,79 - EAST HILLS,East Liberty,Bus,2019-12-01,201912,SAT.,767,4
81,81,81 - OAK HILL,West Mifflin,Bus,2019-12-01,201912,SAT.,842,4
82,82,82 - LINCOLN,East Liberty,Bus,2019-12-01,201912,SAT.,2413,4
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2019-12-01,201912,SAT.,1316,4
86,86,86 - LIBERTY,East Liberty,Bus,2019-12-01,201912,SAT.,2584,4
87,87,87 - FRIENDSHIP,East Liberty,Bus,2019-12-01,201912,SAT.,608,4
88,88,88 - PENN,East Liberty,Bus,2019-12-01,201912,SAT.,1482,4
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2019-12-01,201912,SAT.,242,4
91,91,91 - BUTLER STREET,Ross,Bus,2019-12-01,201912,SAT.,2348,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2019-12-01,201912,SAT.,934,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2019-12-01,201912,SAT.,5303,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-12-01,201912,SAT.,821,4
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2019-12-01,201912,SAT.,538,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-12-01,201912,SAT.,708,4
1,1,1 - FREEPORT ROAD,Ross,Bus,2019-12-01,201912,SUN.,897,6
6,6,6 - SPRING HILL,Ross,Bus,2019-12-01,201912,SUN.,437,6
8,8,8 - PERRYSVILLE,Ross,Bus,2019-12-01,201912,SUN.,930,6
11,11,11 - FINEVIEW,Ross,Bus,2019-12-01,201912,SUN.,128,6
12,12,12 - MCKNIGHT,Ross,Bus,2019-12-01,201912,SUN.,833,6
13,13,13 - BELLEVUE,Ross,Bus,2019-12-01,201912,SUN.,688,6
14,14,14 - OHIO VALLEY,Ross,Bus,2019-12-01,201912,SUN.,349,6
15,15,15 - CHARLES,Ross,Bus,2019-12-01,201912,SUN.,343,6
16,16,16 - BRIGHTON,Ross,Bus,2019-12-01,201912,SUN.,1378,6
17,17,17 - SHADELAND,Ross,Bus,2019-12-01,201912,SUN.,567,6
21,21,21 - CORAOPOLIS,Collier,Bus,2019-12-01,201912,SUN.,544,6
24,24,24 - WEST PARK,Collier,Bus,2019-12-01,201912,SUN.,913,6
26,26,26 - CHARTIERS,Collier,Bus,2019-12-01,201912,SUN.,288,6
27,27,27 - FAIRYWOOD,Collier,Bus,2019-12-01,201912,SUN.,380,6
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-12-01,201912,SUN.,1761,6
31,31,31 - BRIDGEVILLE,Collier,Bus,2019-12-01,201912,SUN.,492,6
38,38,38 - GREEN TREE,Collier,Bus,2019-12-01,201912,SUN.,138,6
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2019-12-01,201912,SUN.,126,6
41,41,41 - BOWER HILL,Collier,Bus,2019-12-01,201912,SUN.,257,6
43,43,43 - BAILEY,Collier,Bus,2019-12-01,201912,SUN.,218,6
44,44,44 - VIA KNOXVILLE,Collier,Bus,2019-12-01,201912,SUN.,211,6
48,48,48 - ARLINGTON,Collier,Bus,2019-12-01,201912,SUN.,948,6
51,51,51 - CARRICK,West Mifflin,Bus,2019-12-01,201912,SUN.,3172,6
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-12-01,201912,SUN.,1002,6
55,55,55 - GLASSPORT,West Mifflin,Bus,2019-12-01,201912,SUN.,628,6
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2019-12-01,201912,SUN.,627,6
57,57,57 - HAZELWOOD,West Mifflin,Bus,2019-12-01,201912,SUN.,570,6
58,58,58 - GREENFIELD,East Liberty,Bus,2019-12-01,201912,SUN.,143,6
59,59,59 - MON VALLEY,West Mifflin,Bus,2019-12-01,201912,SUN.,1174,6
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-12-01,201912,SUN.,1965,6
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-12-01,201912,SUN.,1463,6
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-12-08,201912,SUN.,2847,6
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-12-01,201912,SUN.,1716,6
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2019-12-01,201912,SUN.,946,6
67,67,67 - MONROEVILLE,East Liberty,Bus,2019-12-01,201912,SUN.,649,6
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2019-12-01,201912,SUN.,217,6
69,69,69 - TRAFFORD,East Liberty,Bus,2019-12-01,201912,SUN.,234,6
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-12-01,201912,SUN.,1612,6
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-12-01,201912,SUN.,1124,6
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-12-01,201912,SUN.,1705,6
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-12-01,201912,SUN.,1199,6
75,75,75 - ELLSWORTH,East Liberty,Bus,2019-12-01,201912,SUN.,758,6
77,77,77 - PENN HILLS,East Liberty,Bus,2019-12-01,201912,SUN.,684,6
79,79,79 - EAST HILLS,East Liberty,Bus,2019-12-01,201912,SUN.,452,6
81,81,81 - OAK HILL,West Mifflin,Bus,2019-12-01,201912,SUN.,412,6
82,82,82 - LINCOLN,East Liberty,Bus,2019-12-01,201912,SUN.,1778,6
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2019-12-01,201912,SUN.,658,6
86,86,86 - LIBERTY,East Liberty,Bus,2019-12-01,201912,SUN.,1445,6
87,87,87 - FRIENDSHIP,East Liberty,Bus,2019-12-01,201912,SUN.,268,6
88,88,88 - PENN,East Liberty,Bus,2019-12-01,201912,SUN.,1158,6
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2019-12-01,201912,SUN.,153,6
91,91,91 - BUTLER STREET,Ross,Bus,2019-12-01,201912,SUN.,1108,6
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2019-12-01,201912,SUN.,574,6
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2019-12-01,201912,SUN.,3212,6
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-12-01,201912,SUN.,592,6
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-12-01,201912,SUN.,382,6
1,1,1 - FREEPORT ROAD,Ross,Bus,2019-12-01,201912,WEEKDAY,1631,21
2,2,2 - MOUNT ROYAL,Ross,Bus,2019-12-01,201912,WEEKDAY,971,21
4,4,4 - TROY HILL,Ross,Bus,2019-12-01,201912,WEEKDAY,623,21
6,6,6 - SPRING HILL,Ross,Bus,2019-12-01,201912,WEEKDAY,1164,21
7,7,7 - SPRING GARDEN,Ross,Bus,2019-12-01,201912,WEEKDAY,129,21
8,8,8 - PERRYSVILLE,Ross,Bus,2019-12-01,201912,WEEKDAY,3002,21
11,11,11 - FINEVIEW,Ross,Bus,2019-12-01,201912,WEEKDAY,523,21
12,12,12 - MCKNIGHT,Ross,Bus,2019-12-01,201912,WEEKDAY,1321,21
13,13,13 - BELLEVUE,Ross,Bus,2019-12-01,201912,WEEKDAY,1991,21
14,14,14 - OHIO VALLEY,Ross,Bus,2019-12-01,201912,WEEKDAY,1250,21
15,15,15 - CHARLES,Ross,Bus,2019-12-01,201912,WEEKDAY,1045,21
16,16,16 - BRIGHTON,Ross,Bus,2019-12-01,201912,WEEKDAY,3617,21
17,17,17 - SHADELAND,Ross,Bus,2019-12-01,201912,WEEKDAY,1308,21
18,18,18 - MANCHESTER,Ross,Bus,2019-12-01,201912,WEEKDAY,89,21
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2019-12-01,201912,WEEKDAY,583,21
20,20,20 - KENNEDY,Collier,Bus,2019-12-01,201912,WEEKDAY,640,21
21,21,21 - CORAOPOLIS,Collier,Bus,2019-12-01,201912,WEEKDAY,1342,21
22,22,22 - MCCOY,Collier,Bus,2019-12-01,201912,WEEKDAY,882,21
24,24,24 - WEST PARK,Collier,Bus,2019-12-01,201912,WEEKDAY,1569,21
26,26,26 - CHARTIERS,Collier,Bus,2019-12-01,201912,WEEKDAY,920,21
27,27,27 - FAIRYWOOD,Collier,Bus,2019-12-01,201912,WEEKDAY,1001,21
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-12-01,201912,WEEKDAY,2249,21
29,29,29 - ROBINSON,Collier,Bus,2019-12-01,201912,WEEKDAY,1025,21
31,31,31 - BRIDGEVILLE,Collier,Bus,2019-12-01,201912,WEEKDAY,1481,21
36,36,36 - BANKSVILLE,Collier,Bus,2019-12-01,201912,WEEKDAY,584,21
38,38,38 - GREEN TREE,Collier,Bus,2019-12-01,201912,WEEKDAY,2563,21
39,39,39 - BROOKLINE,Collier,Bus,2019-12-01,201912,WEEKDAY,1479,21
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2019-12-01,201912,WEEKDAY,553,21
41,41,41 - BOWER HILL,Collier,Bus,2019-12-01,201912,WEEKDAY,1449,21
43,43,43 - BAILEY,Collier,Bus,2019-12-01,201912,WEEKDAY,612,21
44,44,44 - VIA KNOXVILLE,Collier,Bus,2019-12-01,201912,WEEKDAY,910,21
48,48,48 - ARLINGTON,Collier,Bus,2019-12-01,201912,WEEKDAY,2768,21
51,51,51 - CARRICK,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,7807,21
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,590,21
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,450,21
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,1329,21
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-12-01,201912,WEEKDAY,3681,21
55,55,55 - GLASSPORT,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,1102,21
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,1601,21
57,57,57 - HAZELWOOD,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,1168,21
58,58,58 - GREENFIELD,East Liberty,Bus,2019-12-01,201912,WEEKDAY,1053,21
59,59,59 - MON VALLEY,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,1994,21
60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,621,21
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,4572,21
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,4091,21
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-12-20,201912,WEEKDAY,5632,21
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,5011,21
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2019-12-01,201912,WEEKDAY,1806,21
65,65,65 - SQUIRREL HILL,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,439,21
67,67,67 - MONROEVILLE,East Liberty,Bus,2019-12-01,201912,WEEKDAY,2082,21
69,69,69 - TRAFFORD,East Liberty,Bus,2019-12-01,201912,WEEKDAY,1433,21
71,71,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2019-12-01,201912,WEEKDAY,68,21
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-12-01,201912,WEEKDAY,4778,21
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-12-01,201912,WEEKDAY,4261,21
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-12-01,201912,WEEKDAY,5223,21
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-12-01,201912,WEEKDAY,3828,21
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2019-12-01,201912,WEEKDAY,899,21
75,75,75 - ELLSWORTH,East Liberty,Bus,2019-12-01,201912,WEEKDAY,3191,21
77,77,77 - PENN HILLS,East Liberty,Bus,2019-12-01,201912,WEEKDAY,2265,21
79,79,79 - EAST HILLS,East Liberty,Bus,2019-12-01,201912,WEEKDAY,941,21
81,81,81 - OAK HILL,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,1568,21
82,82,82 - LINCOLN,East Liberty,Bus,2019-12-01,201912,WEEKDAY,3714,21
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,2317,21
86,86,86 - LIBERTY,East Liberty,Bus,2019-12-01,201912,WEEKDAY,2738,21
87,87,87 - FRIENDSHIP,East Liberty,Bus,2019-12-01,201912,WEEKDAY,2789,21
88,88,88 - PENN,East Liberty,Bus,2019-12-01,201912,WEEKDAY,2961,21
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2019-12-01,201912,WEEKDAY,371,21
91,91,91 - BUTLER STREET,Ross,Bus,2019-12-01,201912,WEEKDAY,4161,21
93,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,1951,21
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2019-12-01,201912,WEEKDAY,3453,21
G3,G3,G3 - MOON FLYER,Collier,Bus,2019-12-01,201912,WEEKDAY,841,21
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2019-12-01,201912,WEEKDAY,570,21
O1,O1,O1 - ROSS FLYER,Ross,Bus,2019-12-01,201912,WEEKDAY,1107,21
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2019-12-01,201912,WEEKDAY,1225,21
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2019-12-01,201912,WEEKDAY,86,21
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2019-12-01,201912,WEEKDAY,9652,21
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2019-12-01,201912,WEEKDAY,640,21
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2019-12-01,201912,WEEKDAY,977,21
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2019-12-01,201912,WEEKDAY,304,21
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2019-12-01,201912,WEEKDAY,696,21
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2019-12-01,201912,WEEKDAY,387,21
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2019-12-01,201912,WEEKDAY,1471,21
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,2729,21
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2019-12-01,201912,WEEKDAY,468,21
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2019-12-01,201912,WEEKDAY,1382,21
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2019-12-01,201912,WEEKDAY,222,21
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,616,21
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2019-12-01,201912,WEEKDAY,530,21
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,845,21
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2019-12-01,201912,WEEKDAY,1257,21
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,497,21
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,245,21
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,1802,21
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,1064,21
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-12-01,201912,WEEKDAY,1194,21
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-12-01,201912,SAT.,1572,4
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-12-01,201912,SAT.,960,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-12-01,201912,SAT.,5405,4
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-12-01,201912,SUN.,1816,6
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-12-01,201912,SUN.,1437,6
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-12-01,201912,SUN.,4926,6
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-12-01,201912,WEEKDAY,5538,21
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-12-01,201912,WEEKDAY,8016,21
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-12-01,201912,WEEKDAY,9645,21
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-12-01,201912,SAT.,1848,4
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-12-01,201912,SUN.,786,6
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-12-01,201912,WEEKDAY,945,21
1,1,1 - FREEPORT ROAD,Ross,Bus,2020-01-01,202001,SAT.,1196,4
4,4,4 - TROY HILL,Ross,Bus,2020-01-01,202001,SAT.,240,4
6,6,6 - SPRING HILL,Ross,Bus,2020-01-01,202001,SAT.,482,4
8,8,8 - PERRYSVILLE,Ross,Bus,2020-01-01,202001,SAT.,1476,4
11,11,11 - FINEVIEW,Ross,Bus,2020-01-01,202001,SAT.,182,4
12,12,12 - MCKNIGHT,Ross,Bus,2020-01-01,202001,SAT.,1464,4
13,13,13 - BELLEVUE,Ross,Bus,2020-01-01,202001,SAT.,1311,4
14,14,14 - OHIO VALLEY,Ross,Bus,2020-01-01,202001,SAT.,580,4
15,15,15 - CHARLES,Ross,Bus,2020-01-01,202001,SAT.,779,4
16,16,16 - BRIGHTON,Ross,Bus,2020-01-01,202001,SAT.,2038,4
17,17,17 - SHADELAND,Ross,Bus,2020-01-01,202001,SAT.,642,4
21,21,21 - CORAOPOLIS,Collier,Bus,2020-01-01,202001,SAT.,692,4
22,22,22 - MCCOY,Collier,Bus,2020-01-01,202001,SAT.,426,4
24,24,24 - WEST PARK,Collier,Bus,2020-01-01,202001,SAT.,1298,4
26,26,26 - CHARTIERS,Collier,Bus,2020-01-01,202001,SAT.,516,4
27,27,27 - FAIRYWOOD,Collier,Bus,2020-01-01,202001,SAT.,618,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-01-01,202001,SAT.,1768,4
31,31,31 - BRIDGEVILLE,Collier,Bus,2020-01-01,202001,SAT.,768,4
38,38,38 - GREEN TREE,Collier,Bus,2020-01-01,202001,SAT.,352,4
39,39,39 - BROOKLINE,Collier,Bus,2020-01-01,202001,SAT.,234,4
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2020-01-01,202001,SAT.,179,4
41,41,41 - BOWER HILL,Collier,Bus,2020-01-01,202001,SAT.,469,4
43,43,43 - BAILEY,Collier,Bus,2020-01-01,202001,SAT.,328,4
44,44,44 - VIA KNOXVILLE,Collier,Bus,2020-01-01,202001,SAT.,254,4
48,48,48 - ARLINGTON,Collier,Bus,2020-01-01,202001,SAT.,1712,4
51,51,51 - CARRICK,West Mifflin,Bus,2020-01-01,202001,SAT.,4924,4
53,53,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-01-01,202001,SAT.,367,4
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-01-01,202001,SAT.,2317,4
55,55,55 - GLASSPORT,West Mifflin,Bus,2020-01-01,202001,SAT.,776,4
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2020-01-01,202001,SAT.,794,4
57,57,57 - HAZELWOOD,West Mifflin,Bus,2020-01-01,202001,SAT.,792,4
58,58,58 - GREENFIELD,East Liberty,Bus,2020-01-01,202001,SAT.,270,4
59,59,59 - MON VALLEY,West Mifflin,Bus,2020-01-01,202001,SAT.,1799,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-01-01,202001,SAT.,3052,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-01-01,202001,SAT.,2772,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-01-04,202001,SAT.,4255,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-01-01,202001,SAT.,3201,4
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2020-01-01,202001,SAT.,1842,4
67,67,67 - MONROEVILLE,East Liberty,Bus,2020-01-01,202001,SAT.,803,4
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2020-01-01,202001,SAT.,436,4
69,69,69 - TRAFFORD,East Liberty,Bus,2020-01-01,202001,SAT.,327,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-01-01,202001,SAT.,2538,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-01-01,202001,SAT.,2262,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-01-01,202001,SAT.,3037,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-01-01,202001,SAT.,1786,4
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2020-01-01,202001,SAT.,444,4
75,75,75 - ELLSWORTH,East Liberty,Bus,2020-01-01,202001,SAT.,1382,4
77,77,77 - PENN HILLS,East Liberty,Bus,2020-01-01,202001,SAT.,808,4
79,79,79 - EAST HILLS,East Liberty,Bus,2020-01-01,202001,SAT.,734,4
81,81,81 - OAK HILL,West Mifflin,Bus,2020-01-01,202001,SAT.,798,4
82,82,82 - LINCOLN,East Liberty,Bus,2020-01-01,202001,SAT.,2448,4
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2020-01-01,202001,SAT.,1446,4
86,86,86 - LIBERTY,East Liberty,Bus,2020-01-01,202001,SAT.,2531,4
87,87,87 - FRIENDSHIP,East Liberty,Bus,2020-01-01,202001,SAT.,731,4
88,88,88 - PENN,East Liberty,Bus,2020-01-01,202001,SAT.,1588,4
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2020-01-01,202001,SAT.,258,4
91,91,91 - BUTLER STREET,Ross,Bus,2020-01-01,202001,SAT.,2049,4
